station_id,lat,lng,state,name
USW00094847,42.2314,-83.3308,MI,"DETROIT METRO AP"
USW00094849,45.0717,-83.5644,MI,"ALPENA CO RGNL AP"
USW00094860,42.8939,-85.5447,MI,"GRAND RAPIDS"
USW00094892,41.9144,-88.2464,IL,"WEST CHICAGO DUPAGE AP"
USW00094908,42.3978,-90.7036,IA,"DUBUQUE RGNL AP"
USW00094910,42.5544,-92.4011,IA,"WATERLOO MUNI AP"
USW00094925,47.9667,-97.4000,ND,"GRAND FORKS AF"
USW00094931,47.3864,-92.8389,MN,"HIBBING CHISHOLM HIBBING AP"
USW00094938,46.4047,-94.1308,MN,"BRAINERD CROW WING CO AP"
USW00094949,40.6044,-98.4272,NE,"HASTINGS MUNI AP"
USW00094950,43.7667,-98.0333,SD,"MITCHELL MUNI AP"
USW00094961,48.7167,-94.6000,MN,"BAUDETTE INTL AP"
USW00094967,46.9006,-95.0678,MN,"PARK RAPIDS MUNI AP"
USW00094985,44.6381,-90.1875,WI,"MARSHFIELD MUNI AP"
